GPO,IDN,FA #,FA Name,Franchise,Product Line,Manufacturer,Item #,Item Description,Month,Quarter,Year,Usage,Collected,Accepted,DNR,Available,Purchased,Cancelled
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,December,Q4,2018,0,19,19,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ligasures,Covidien,LF1637,LigaSure Blunt Tip,December,Q4,2018,0,1,0,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ligasures,Covidien,LF1737,LigaSure Maryland Jaw,December,Q4,2018,0,1,0,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ligasures,Covidien,LF4318,LigaSure Impact,December,Q4,2018,0,3,0,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ligasures,Covidien,LF4418,LigaSure Impact without,December,Q4,2018,0,11,11,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Soft Tissue Ablators - Arthro,Arthrocare,ASC4250-01,Super TurboVac 90,December,Q4,2018,0,2,0,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Suture Passers,CooperSurgical/Inlet Medical Inc.,CTI-512N,CloseSure Procedure Kit,December,Q4,2018,0,7,7,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7075-103,Tourniquet Cuff,December,Q4,2018,0,17,14,0,30,60,-30
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7075-104,Tourniquet Cuff,December,Q4,2018,0,0,0,0,0,10,-10
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7075-106,Tourniquet Cuff,December,Q4,2018,0,30,25,0,30,90,-60
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR23,HARMONIC ACE Shears without,December,Q4,2018,0,1,1,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR36,HARMONIC ACE Shears without,December,Q4,2018,0,1,1,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,December,Q4,2018,0,5,5,5,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH23,Harmonic ACE +7 Shears,December,Q4,2018,0,13,13,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH36,Harmonic ACE +7 Shears,December,Q4,2018,0,40,40,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH45,Harmonic ACE +7 Shears,December,Q4,2018,0,10,10,10,0,0,0
Premier,Billings Clinic (MT),198414,Livingston HealthCare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,December,Q4,2018,0,8.5,8.5,0,20,0,20
Premier,Billings Clinic (MT),198414,Livingston HealthCare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,December,Q4,2018,0,30,30,0,60,0,60
Premier,Billings Clinic (MT),198414,Livingston HealthCare,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-I,Infant Pulse Oximeter Sensor,December,Q4,2018,0,0,0,0,24,0,24
Premier,Billings Clinic (MT),198414,Livingston HealthCare,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-N,Neonatal Pulse Oximeter,December,Q4,2018,0,56,55,0,96,0,96
Premier,Billings Clinic (MT),198414,Livingston HealthCare,SUR,Arthroscopic Shavers / Burs,Stryker,375-544-000,Formula Aggressive Plus Cutter,December,Q4,2018,0,1,1,0,5,0,5
Premier,Billings Clinic (MT),198414,Livingston HealthCare,SUR,Arthroscopic Shavers / Burs,Stryker,375-951-000,Formula Aggressive Barrel Bur,December,Q4,2018,0,2,0,0,5,0,5
Premier,Billings Clinic (MT),198414,Livingston HealthCare,SUR,Tourniquet Cuffs,Stryker,5921-024-135,Color Cuff,December,Q4,2018,0,0,0,0,0,10,-10
Premier,Billings Clinic (MT),198414,Livingston HealthCare,SUR,Tourniquet Cuffs,Stryker,5921-030-135,Color Cuff,December,Q4,2018,0,0,0,0,0,10,-10
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,NON,Compression Accessories Restep,Stryker Sustainability Solutions - Tempe,PUMPKIT,Restep Pump Kit,January,Q1,2019,0,0,0,0,0,3,-3
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,NON,Compression Accessories Restep,Stryker Sustainability Solutions - Tempe,RSP166,Restep Bed Bracket,January,Q1,2019,0,0,0,0,0,3,-3
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RBG60,Bariatric Garment (1 Pair),January,Q1,2019,0,8,8,0,0,10,-10
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RCG10,Restep Calf Garment (1 Pair),January,Q1,2019,0,587,587,0,0,0,0
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RFG210,Restep Foot Garment,January,Q1,2019,0,0,0,0,0,20,-20
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-534-000,Formula Aggressive Plus Cutter,January,Q1,2019,0,4,4,0,0,0,0
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-544-000,Formula Aggressive Plus Cutter,January,Q1,2019,0,11,0,0,20,0,20
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-545-000,Formula Tomcat Cutter,January,Q1,2019,0,5,0,0,10,0,10
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-555-000,Formula Tomcat Cutter,January,Q1,2019,0,1,1,0,5,0,5
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-941-000,Formula Barrel Bur,January,Q1,2019,0,4,0,0,10,0,10
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Burrs / Bits / Blades,Stryker,2296-3-511,Micro Aggressive Saw Blade,January,Q1,2019,0,1,1,0,0,0,0
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Burrs / Bits / Blades,Synthes,310.19,Drill Bit QC,January,Q1,2019,0,0,0,0,1,0,1
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Burrs / Bits / Blades,Synthes,310.25,Drill Bit QC,January,Q1,2019,0,0,0,0,3,0,3
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Burrs / Bits / Blades,Synthes,310.35,Drill Bit QC,January,Q1,2019,0,1,1,0,3,0,3
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Ligasures,Covidien,LF1737,LigaSure Maryland Jaw,January,Q1,2019,0,0,0,0,0,6,-6
HPG,Quorum Purchasing Advantage,189271,North Valley Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR36,HARMONIC ACE Shears without,January,Q1,2019,0,2,2,0,0,0,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Blood Pressure Cuffs,GE Healthcare,2116,Soft Blood Pressure Cuff,January,Q1,2019,0,103,97,0,140,0,140
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Blood Pressure Cuffs,GE Healthcare,2117,Soft Cuf 2-Tube Submin,January,Q1,2019,0,4,4,0,0,0,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Blood Pressure Cuffs,GE Healthcare,2400,Soft Cuf 2-Tube Submin,January,Q1,2019,0,4,4,0,0,0,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Blood Pressure Cuffs,GE Healthcare,2403,Soft Blood Pressure Cuff,January,Q1,2019,0,6,6,0,0,0,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Blood Pressure Cuffs,GE Healthcare,2404,Soft Blood Pressure Cuff,January,Q1,2019,0,78,75,0,160,0,160
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RBG60,Bariatric Garment (1 Pair),January,Q1,2019,0,23,23,0,0,40,-40
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RCG10,Restep Calf Garment (1 Pair),January,Q1,2019,0,259,259,0,0,170,-170
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Pulse Oximeters,Masimo Corporation,2320,Adult O2 Transducer,January,Q1,2019,0,1,1,0,0,0,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,January,Q1,2019,0,243,238,0,144,144,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-I,Infant Pulse Oximeter Sensor,January,Q1,2019,0,53,49,0,48,96,-48
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-N,Neonatal Pulse Oximeter,January,Q1,2019,0,59,55,0,72,72,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-P,Pediatric Pulse Oximeter,January,Q1,2019,0,15,15,0,0,0,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,SUR,Burrs / Bits / Blades,Stryker,2108-160,Sagittal Saw Blade,January,Q1,2019,0,2,2,0,0,0,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,SUR,Burrs / Bits / Blades,Stryker,4125-127-100,Dual Cut Sagittal,January,Q1,2019,0,0,0,0,1,10,-9
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,SUR,Burrs / Bits / Blades,Synthes,310.21,Drill Bit QC,January,Q1,2019,0,5,2,0,2,7,-5
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,SUR,Burrs / Bits / Blades,Synthes,310.25,Drill Bit QC,January,Q1,2019,0,1,1,0,3,0,3
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,2B5LT,XCEL Bladeless Trocar,January,Q1,2019,0,44,0,0,42,24,18
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,2D5LT,XCEL Dilating Tip Trocar,January,Q1,2019,0,3,0,0,6,0,6
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B11LT,Xcel Bladeless Trocar,January,Q1,2019,0,6,1,0,0,0,0
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,H12LP,Xcel Blunt Tip Trocar,January,Q1,2019,0,1,0,0,6,0,6
HPG,Quorum Purchasing Advantage,199328,West Park Hospital District,SUR,Ligasures,Covidien,LF1737,LigaSure Maryland Jaw,January,Q1,2019,0,4,0,0,12,6,6
HPG,RCCH HealthCare Partners,196638,Community Medical Center,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,January,Q1,2019,0,8,8,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A-L,Soft Blood Pressure Cuff,January,Q1,2019,0,1,1,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A3-2A,Soft Blood Pressure Cuff,January,Q1,2019,0,1,1,1,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,NON,Compression Device - Pairs,Huntleigh Health Care,FG 100 (2),Foot Garment - One Pair,January,Q1,2019,0,12.5,11.5,0,10,10,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,NON,Compression Device - Pairs,Huntleigh Health Care,FG 200 (2),Foot Garment - One Pair,January,Q1,2019,0,21.5,21,0,30,30,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,NON,Fall Alarms,Posey Company,8309,Chair Sensor Pad,January,Q1,2019,0,5,5,0,10,0,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,NON,HoverMatt,HoverTech International,HM34SPU-B,HoverMatt,January,Q1,2019,0,2,2,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Arthroscopic Shavers / Burs,Stryker,375-545-000,Formula Tomcat Cutter,January,Q1,2019,0,2,2,0,10,5,5
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Arthroscopic Shavers / Burs,Stryker,375-564-000,Formula Aggressive Plus Cutter,January,Q1,2019,0,6,4,0,5,5,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Arthroscopic Shavers / Burs,Stryker,375-950-000,Formula Round Bur,January,Q1,2019,0,3,1,0,15,5,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Arthroscopic Shavers / Burs,Stryker,375-951-000,Formula Aggressive Barrel Bur,January,Q1,2019,0,4,0,0,10,0,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Burrs / Bits / Blades,Stryker,2108-115,Sagittal Saw Blade,January,Q1,2019,0,1,0,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Burrs / Bits / Blades,Stryker,2108-158,Sagittal Saw Blade,January,Q1,2019,0,2,0,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Burrs / Bits / Blades,Stryker,4125-127-090,Dual Cut Sagittal,January,Q1,2019,0,5,1,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,January,Q1,2019,0,14,8,0,24,0,24
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,January,Q1,2019,0,24,24,0,42,18,24
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5ST,Xcel Bladeless Trocar,January,Q1,2019,0,1,0,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB12LT,Xcel Trocar Sleeve,January,Q1,2019,0,2,0,0,6,0,6
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,January,Q1,2019,0,33,33,0,54,30,24
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Laparoscopic,Ethicon Endo-Surgery Inc.,5BB,Endopath Babcock,January,Q1,2019,0,1,1,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Scissor Tips,Snowden-Pencer,89-5100,Switch Blade Curved,January,Q1,2019,0,0,0,0,7,0,7
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Stryker,5921-024-235,Color Cuff,January,Q1,2019,0,6,5,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Stryker,5921-034-235,Color Cuff,January,Q1,2019,0,46,30,0,20,10,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Stryker,5921-044-235,Color Cuff,January,Q1,2019,0,4,4,0,20,0,20
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Stryker,5921-218-235,Color Cuff,January,Q1,2019,0,9,7,0,20,0,20
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Zimmer,60-7070-004,Tourniquet Cuff,January,Q1,2019,0,1,1,0,10,0,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Zimmer,60-7070-102,Tourniquet Cuff,January,Q1,2019,0,1,0,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Zimmer,60-7070-103,Tourniquet Cuff,January,Q1,2019,0,6,6,0,10,0,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Zimmer,60-7070-104,Tourniquet Cuff,January,Q1,2019,0,1,1,0,10,0,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Zimmer,60-7070-105,Tourniquet Cuff,January,Q1,2019,0,6,6,0,10,0,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Zimmer,60-7070-106,Tourniquet Cuff,January,Q1,2019,0,5,5,0,10,0,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Zimmer,60-7070-107,Tourniquet Cuff,January,Q1,2019,0,2,2,0,10,0,10
Vizient,0,189511,Kalispell Regional Medical Center,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A1-2A,Soft Blood Pressure Cuff,January,Q1,2019,0,16,16,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,January,Q1,2019,0,128,128,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A-L,Soft Blood Pressure Cuff,January,Q1,2019,0,60,60,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P1-2A,Soft Blood Pressure Cuff,January,Q1,2019,0,3,3,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P2-2A,Soft Blood Pressure Cuff,January,Q1,2019,0,25,25,25,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Compression Device - Pairs,Aircast Incorporated,3040,Venaflow Elite Calf Cuff,January,Q1,2019,0,4,4,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Compression Device - Pairs,Aircast Incorporated,3050,Venaflow Elite Foam Calf Cuff,January,Q1,2019,0,88,87.5,0,140,100,40
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,January,Q1,2019,0,63,57,0,40,80,-40
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Masimo Corporation,1860,Pediatric O2 Transducer,January,Q1,2019,0,11,11,0,0,140,-140
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,January,Q1,2019,0,275,268,0,140,600,-460
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,D-25,Pulse Oximeter Sensor,January,Q1,2019,0,1,1,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-N,Neonatal Pulse Oximeter,January,Q1,2019,0,23,22,0,0,96,-96
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Compression Accessories Restep,Stryker Sustainability Solutions - Tempe,PUMPKIT,Restep Pump Kit,January,Q1,2019,0,0,0,0,0,3,-3
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Compression Accessories Restep,Stryker Sustainability Solutions - Tempe,RSP166,Restep Bed Bracket,January,Q1,2019,0,0,0,0,0,2,-2
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RBG60,Bariatric Garment (1 Pair),January,Q1,2019,0,0,0,0,0,20,-20
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RCG10,Restep Calf Garment (1 Pair),January,Q1,2019,0,104,104,0,0,80,-80
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RTG30,Restep Thigh Garment (1 Pair),January,Q1,2019,0,10,10,0,0,20,-20
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-I,Infant Pulse Oximeter Sensor,January,Q1,2019,0,1,1,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-534-000,Formula Aggressive Plus Cutter,January,Q1,2019,0,4,2,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-564-000,Formula Aggressive Plus Cutter,January,Q1,2019,0,2,1,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-941-000,Formula Barrel Bur,January,Q1,2019,0,1,0,0,5,0,5
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-951-000,Formula Aggressive Barrel Bur,January,Q1,2019,0,1,0,0,5,0,5
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,January,Q1,2019,0,3,1,0,6,0,6
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,January,Q1,2019,0,7,7,0,18,0,18
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,January,Q1,2019,0,10,10,0,24,0,24
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Laparoscopic,Ethicon Endo-Surgery Inc.,5BB,Endopath Babcock,January,Q1,2019,0,12,8,0,12,12,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Laparoscopic,Ethicon Endo-Surgery Inc.,5DCS,Endopath Curved Scissors,January,Q1,2019,0,7,0,0,0,6,-6
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Tourniquet Cuffs,Stryker,5921-024-135,Color Cuff,January,Q1,2019,0,7,7,0,10,10,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Tourniquet Cuffs,Stryker,5921-030-135,Color Cuff,January,Q1,2019,0,5,3,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Tourniquet Cuffs,Stryker,5921-034-135,Color Cuff,January,Q1,2019,0,1,1,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Tourniquet Cuffs,Stryker,5921-044-135,Color Cuff,January,Q1,2019,0,1,1,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Tourniquet Cuffs,Stryker,5921-218-135,Color Cuff,January,Q1,2019,0,13,8,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH36,Harmonic ACE +7 Shears,January,Q1,2019,0,2,0,0,6,6,0
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Compression Device - Pairs,Kendall,9529,SCD Express Compression Sleeve,January,Q1,2019,0,0,0,0,0,120,-120
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,January,Q1,2019,0,0,0,0,0,40,-40
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,January,Q1,2019,0,0,0,0,0,96,-96
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-I,Infant Pulse Oximeter Sensor,January,Q1,2019,0,0,0,0,0,72,-72
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-N,Neonatal Pulse Oximeter,January,Q1,2019,0,0,0,0,0,24,-24
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7070-153,Tourniquet Cuff with Sleeve,January,Q1,2019,0,0,0,0,0,10,-10
